word1,word2,word3,word4,group_id,freq1,freq2,freq3,freq4,freq_ratio,freq_mean,conc1,conc2,conc3,conc4,conc_ratio,conc_mean,sim_1_2,sim_1_3,sim_1_4,sim_2_3,sim_2_4,sim_3_4,mean_similarity,sd_similarity,min_similarity,max_similarity,range_similarity,outlier_word,outlier_avg_sim,most_central_word,most_central_avg_sim,outlier_gap
pants,hole,sea,river,59,2989,2945,3058,2821,1.084012761,2953.25,4.86,4.81,4.79,4.89,1.020876827,4.8375,0.3866609,0.22735272,0.32694563,0.34265774,0.40892574,0.59508747,0.38127169999999994,0.12218378378362767,0.22735272,0.59508747,0.36773474999999994,word1,0.3136530833333333,word4,0.4436529466666666,0.090158156
pardon,condition,shame,health,60,1981,1911,1959,2048,1.071690215,1974.75,2.24,2.15,2.24,2.28,1.060465116,2.2275,0.3271267,0.37566102,0.2482223,0.35114604,0.5216665,0.2625366,0.34772652666666665,0.098620394,0.2482223,0.5216665,0.2734442,word1,0.31700334,word2,0.39997974666666664,0.040964249
coat,milk,jury,meat,61,2097,2121,2181,2227,1.061993324,2156.5,4.97,4.92,4.64,4.9,1.07112069,4.8575,0.40741593,0.18301769,0.41529697,0.13281111,0.6231103,0.1636525,0.32088408333333335,0.1933093873579927,0.13281111,0.6231103,0.49029919,word3,0.1598271,word4,0.40068659,0.21474264444444446
sheriff,foot,prison,wall,62,3086,3289,3361,3383,1.096241089,3279.75,4.5,4.9,4.68,4.86,1.088888889,4.735,0.19594665,0.41127887,0.25176114,0.25610644,0.4473844,0.3569512,0.31990478333333333,0.1000521033519945,0.19594665,0.4473844,0.25143775,word1,0.28632888666666667,word4,0.3520322466666667,0.044767862
glasses,pocket,lake,buck,63,1688,1801,1753,1678,1.073301549,1730,4.9,4.68,4.88,4.67,1.049250535,4.7825,0.38229913,0.26784804,0.21572271,0.31223422,0.3734096,0.2235286,0.29584038333333335,0.072377155,0.21572271,0.38229913,0.16657641999999998,word3,0.2678702866666666,word2,0.35598098333333333,0.037293462222222296
gate,mail,chocolate,shoe,64,1633,1630,1489,1499,1.096709201,1562.75,4.96,4.69,4.72,4.97,1.059701493,4.835,0.35486948,0.2443191,0.36450052,0.3235485,0.3308278,0.37689674,0.33249369,0.047653529,0.2443191,0.37689674,0.13257764,word3,0.3149214466666667,word4,0.3574083533333334,0.023429658
base,project,weather,property,65,1593,1743,1695,1694,1.094161959,1681.25,3.86,3.62,3.83,3.9,1.077348066,3.8025,0.4206009,0.3322249,0.40524384,0.30988455,0.47087666,0.33683452,0.37927756166666665,0.06261472,0.30988455,0.47087666,0.16099211000000002,word3,0.32631465666666665,word4,0.40431834000000005,0.070617207
language,freedom,rule,society,67,1789,1683,1777,1686,1.062982769,1733.75,2.35,2.34,2.57,2.54,1.098290598,2.45,0.37233305,0.3838616,0.36160704,0.3240879,0.42911988,0.30001482,0.3618373816666667,0.045539577036566525,0.30001482,0.42911988,0.12910506,word3,0.33598810666666673,word2,0.3751802766666667,0.0344657
telephone,wire,sword,desert,68,1286,1234,1335,1257,1.08184765,1278,4.96,4.72,4.93,4.86,1.050847458,4.8675,0.49384508,0.24665865,0.24639197,0.3740406,0.31658536,0.35022473,0.33795773166666665,0.092660571,0.24639197,0.49384508,0.24745311,word4,0.30440068666666664,word2,0.39482368,0.044742727
gas,test,group,field,69,3412,3269,3456,3333,1.057204038,3367.5,4.29,3.93,4.12,4.26,1.091603053,4.15,0.32636005,0.28461283,0.3668399,0.37039152,0.40988907,0.46938977,0.37124719,0.064289478,0.28461283,0.46938977,0.18477694,word1,0.32593759333333333,word4,0.4153729133333333,0.060412796
desk,note,cream,ticket,71,2237,2421,2434,2319,1.088064372,2352.75,4.87,4.61,4.83,4.7,1.056399132,4.7525,0.29789,0.27279112,0.3984158,0.18783887,0.2518682,0.2648709,0.278945815,0.069139881,0.18783887,0.3984158,0.21057693,word3,0.24183363,word1,0.32303230666666666,0.049482913
teeth,bottle,restaurant,hall,72,2433,2519,2365,2576,1.089217759,2473.25,4.96,4.91,4.89,4.67,1.062098501,4.8575,0.2486236,0.23415817,0.22493993,0.4078227,0.28201845,0.38965112,0.297868995,0.080706681,0.22493993,0.4078227,0.18288276999999997,word1,0.23590723333333333,word3,0.34387733000000004,0.082615682
damage,sale,schedule,divorce,73,1400,1288,1383,1397,1.086956522,1367,3.2,3.37,3.48,3.25,1.0875,3.325,0.36429045,0.20122394,0.3249909,0.28043994,0.38189217,0.25803795,0.3018125583333333,0.068329411,0.20122394,0.38189217,0.18066822999999999,word3,0.24656727666666667,word2,0.34220751999999993,0.073660376
